lng,lat
120.211783,30.518691
120.200508,30.508537
120.176955,30.488480
120.191484,30.488975
120.196890,30.508931
120.179316,30.487078
120.175688,30.484144
120.204439,30.507518
120.177024,30.490369
120.206549,30.512497
120.174397,30.494825
120.173309,30.485995
120.159261,30.484337
120.188092,30.494588
120.173689,30.501738
120.215781,30.508591
120.215420,30.517847
120.179750,30.497876
120.192506,30.488631
120.198590,30.498706
120.215901,30.527656
120.172241,30.494701
120.205290,30.522549
120.163537,30.499781
120.173464,30.482131
120.161304,30.490843
120.194421,30.509433
120.163370,30.489617
120.226157,30.519719
120.151290,30.485560
120.180236,30.482056
120.177112,30.480929
120.157521,30.491773
120.174054,30.485377
120.198432,30.499063
120.183978,30.492995
120.207602,30.496686
120.158496,30.492598
120.170834,30.486676
120.198655,30.493401
120.173468,30.485638
120.175821,30.484416
120.213881,30.524029
120.209152,30.515953
120.179267,30.495530
120.183032,30.495049
120.196014,30.487336
120.209149,30.516043
120.215244,30.507593
120.158020,30.497267
120.169743,30.488727
120.180471,30.501484
120.212459,30.501436
120.188938,30.502334
120.220436,30.514866
120.206355,30.517439
120.177586,30.494335
120.190314,30.489406
120.193649,30.492515
120.176045,30.493232
120.184272,30.478342
120.210093,30.517676
120.166425,30.492452
120.185780,30.480254
120.222440,30.522630
120.192365,30.495823
120.173190,30.481767
120.185314,30.484743
120.181827,30.485498
120.192650,30.488633
120.195136,30.487682
120.168401,30.497069
120.163752,30.483688
120.197673,30.511012
120.195582,30.494613
120.169293,30.496364
120.164100,30.489359
120.198724,30.498978
120.168966,30.493751
120.196181,30.490396
120.190532,30.502089
120.169121,30.493484
120.185780,30.480254
120.208464,30.515134
120.167174,30.488148
120.194484,30.500531
120.184914,30.494808
120.160578,30.501713
120.195302,30.494429
120.206313,30.496486
120.206022,30.496572
120.190968,30.502006
120.214478,30.505064
120.178923,30.482486
120.190244,30.502085
120.168681,30.493657
120.183978,30.492995
120.174191,30.481962
120.150127,30.485812
120.183978,30.492995
120.207406,30.516376
120.199144,30.491970
120.155880,30.489589
120.182891,30.494957
120.193793,30.492517
120.217693,30.515004
120.194133,30.509428
120.198724,30.498978
120.215244,30.526028
120.175681,30.484324
120.159007,30.494225
120.194761,30.493521
120.163836,30.499516
120.174707,30.494290
120.184316,30.480861
120.172223,30.491554
120.184331,30.484098
120.180503,30.486197
120.167954,30.497422
120.195582,30.494613
120.177012,30.483445
120.213498,30.508016
120.179750,30.497876
120.215683,30.503733
120.173256,30.490940
120.197756,30.512542
120.175520,30.495562
120.186209,30.502112
120.173173,30.485813
120.170693,30.490181
120.206131,30.515817
120.185208,30.501917
120.199742,30.498724
120.218027,30.517527
120.206549,30.512497
120.174205,30.485200
120.169272,30.493306
120.219826,30.523130
120.171766,30.495773
120.193954,30.499354
120.192264,30.494742
120.215244,30.507593
120.220215,30.516841
120.187872,30.492876
120.189014,30.485879
120.218343,30.520500
120.161456,30.501367
120.171420,30.486415
120.192945,30.488458
120.185780,30.480254
120.206549,30.512497
120.215782,30.527025
120.174788,30.485029
120.188668,30.494597
120.155880,30.489589
120.209392,30.506155
120.175821,30.484416
120.170834,30.486676
120.170600,30.496115
120.217924,30.512760
120.176365,30.488830
120.214001,30.502539
120.182492,30.494141
120.178543,30.492012
120.200124,30.492705
120.150825,30.486362
120.211980,30.524719
120.157654,30.492045
120.159031,30.497192
120.182048,30.490807
120.159902,30.497026
120.196692,30.495709
120.183978,30.492995
120.202254,30.508114
120.201677,30.511792
120.188809,30.494689
120.210610,30.511839
120.221027,30.514515
120.201990,30.522139
120.203817,30.508678
120.192120,30.494740
120.164978,30.489013
120.168401,30.497069
120.175624,30.489359
120.216772,30.523803
120.171273,30.486503
120.215261,30.503457
120.206189,30.507006
120.170834,30.486676
120.150275,30.485724
120.160220,30.492715
120.216389,30.522538
120.187321,30.492238
120.155880,30.489589
120.196218,30.511349
120.174851,30.494292
120.205951,30.516714
120.182492,30.494141
120.192678,30.509766
120.162008,30.494811
120.173785,30.495715
120.150271,30.485814
120.209104,30.506151
120.182859,30.481288
120.155880,30.489589
120.188422,30.489917
120.150127,30.485812
120.186925,30.502213
120.200944,30.508454
120.163678,30.496276
120.205187,30.510497
120.159035,30.497103
120.200656,30.508450
120.202644,30.494542
120.187836,30.493774
120.188655,30.487672
120.186209,30.502112
120.209693,30.516861
120.188168,30.485416
120.150127,30.485812
120.165417,30.488840
120.191112,30.502008
120.192506,30.488631
120.221297,30.514969
120.190314,30.489406
120.160905,30.486431
120.209540,30.506068
120.217710,30.514555
120.186404,30.482691
120.222840,30.519759
120.180330,30.501392
120.215637,30.508589
120.189847,30.490298
120.209008,30.515951
120.197558,30.499320
120.195446,30.494431
120.198053,30.508679
120.196163,30.509100
120.179189,30.483029
120.150998,30.485646
120.156783,30.492211
120.204361,30.513182
120.192264,30.494742
120.203734,30.518119
120.184351,30.490843
120.209008,30.515951
120.214141,30.502631
120.182621,30.494503
120.180618,30.501396
120.200552,30.492801
120.194133,30.509428
120.171283,30.482636
120.185780,30.480254
120.199932,30.508528
120.197308,30.509297
120.198569,30.510216
120.173464,30.482131
120.182420,30.481461
120.224619,30.522213
120.210104,30.517407
120.194484,30.500531
120.196396,30.514139
120.221301,30.514879
120.158416,30.494575
120.186353,30.502114
120.178580,30.480232
120.186925,30.502213
120.215202,30.504985
120.188074,30.502321
120.214735,30.505877
120.183923,30.501627
120.185202,30.494813
120.206461,30.496399
120.211056,30.518860
120.163393,30.499779
120.212884,30.501622
120.175095,30.495375
120.192506,30.488631
120.215205,30.504895
120.188312,30.485419
120.179172,30.487076
120.177691,30.495326
120.173173,30.485813
120.192506,30.488631
120.173752,30.482135
120.193368,30.492331
120.200860,30.517895
120.199065,30.508605
120.170690,30.486674
120.158682,30.484418
120.192678,30.509766
120.164725,30.498900
120.170834,30.486676
120.185591,30.485017
120.195590,30.494433
120.214850,30.506598
120.156726,30.490052
120.166482,30.498208
120.195479,30.489935
120.180159,30.491227
120.168789,30.494558
120.155880,30.489589
120.200271,30.492617
120.210643,30.499970
120.156754,30.492930
120.159124,30.502050
120.197452,30.491045
120.181130,30.488545
120.191706,30.501568
120.178751,30.490396
120.170744,30.496117
120.150127,30.485812
120.190968,30.502006
120.183491,30.501620
120.155840,30.490578
120.192986,30.498350
120.184316,30.480861
120.192506,30.488631
120.214141,30.502631
120.158416,30.494575
120.225346,30.522045
120.181469,30.480007
120.211730,30.520039
120.162644,30.500486
120.196602,30.490672
120.159673,30.491987
120.174610,30.500314
120.193878,30.504928
120.195309,30.494249
120.195136,30.487682
120.205446,30.514908
120.174854,30.494202
120.202090,30.493994
120.184172,30.480858
120.179606,30.497873
120.176224,30.481544
120.167648,30.494270
120.221874,30.522352
120.194468,30.497294
120.169743,30.488727
120.181821,30.489275
120.195136,30.487682
120.198871,30.498890
120.198590,30.498706
120.161008,30.491019
120.183298,30.481115
120.201344,30.498299
120.215514,30.508047
120.167361,30.483474
120.181130,30.488545
120.159991,30.501974
120.181693,30.481629
120.177628,30.486062
120.205256,30.516074
120.182747,30.494955
120.184116,30.485893
120.179134,30.495258
120.096502,30.514539
120.088481,30.509912
120.088637,30.513062
120.104948,30.515935
120.102945,30.519050
120.081489,30.511687
120.079765,30.518403
120.096790,30.514544
120.085230,30.511838
120.100631,30.515775
120.086859,30.510785
120.079773,30.518223
120.079917,30.518225
120.080140,30.509506
120.104568,30.514670
120.104734,30.514133
120.094144,30.512343
120.094938,30.517481
120.100775,30.515777
120.097426,30.520039
120.079769,30.518313
120.088893,30.517293
120.093200,30.510798
120.097217,30.511223
120.083824,30.514423
120.083120,30.517468
120.089634,30.513348
120.102701,30.511042
120.092692,30.512589
120.078555,30.509480
120.105309,30.517649
120.103049,30.516534
120.088344,30.509730
120.088752,30.517201
120.093200,30.510798
120.107913,30.517421
120.085230,30.511838
120.085856,30.514096
120.079355,30.511022
120.076930,30.513860
120.080723,30.509336
120.104107,30.511875
120.092545,30.512676
120.083414,30.510459
120.093786,30.517462
120.085230,30.511838
120.078962,30.520368
120.087336,30.509714
120.097636,30.515007
120.104366,30.512598
120.093646,30.517370
120.104581,30.510893
120.088213,30.512875
120.090726,30.514805
120.091295,30.514994
120.084612,30.512817
120.088900,30.517113
120.107614,30.517686
120.080376,30.517603
120.081736,30.516097
120.098713,30.516823
120.090478,30.510394
120.096990,30.520122
120.093203,30.510709
120.106319,30.514158
120.106393,30.512361
120.097671,30.517615
120.100487,30.515773
120.102535,30.518504
120.100631,30.515775
120.086791,30.512403
120.085381,30.511660
120.104347,30.513047
120.083081,30.511533
120.087995,30.507746
120.078411,30.509478
120.075372,30.509788
120.081489,30.511687
120.087093,30.518972
120.089218,30.516399
120.082296,30.509631
120.089718,30.514788
120.104446,30.514128
120.078707,30.512720
120.078788,30.521085
120.079359,30.510932
120.090478,30.510394
120.102269,30.511035
120.073128,30.511729
120.105309,30.517649
120.083828,30.514333
120.083085,30.514860
120.100717,30.513708
120.084052,30.515865
120.096800,30.517781
120.103524,30.512045
120.096574,30.512832
120.088169,30.507030
120.108609,30.511048
120.076475,30.514392
120.091198,30.510406
120.079355,30.511022
120.097232,30.517788
120.089774,30.513440
120.096815,30.517422
120.090434,30.514890
120.091211,30.513554
120.088430,30.518005
120.080978,30.516984
120.108321,30.511043
120.100631,30.515775
120.105309,30.517649
120.074315,30.507522
120.104446,30.514128
120.079106,30.520370
120.101912,30.516155
120.088505,30.512790
120.080852,30.509698
120.097329,30.515452
120.089722,30.514699
120.089037,30.517295
120.104584,30.510803
120.099905,30.519360
120.078886,30.515331
120.100631,30.515775
120.086480,30.509520
120.101628,30.516061
120.087424,30.511064
120.086620,30.509612
120.096934,30.514546
120.080428,30.509511
120.097314,30.515811
120.080978,30.516984
120.091639,30.513651
120.099630,30.515579
120.074315,30.514357
120.089218,30.516399
120.088487,30.506315
120.088344,30.509730
120.079917,30.518225
120.104878,30.514135
120.083941,30.511637
120.085970,30.514817
120.079848,30.509591
120.104369,30.512508
120.103190,30.516626
120.093200,30.510798
120.083941,30.511637
120.081551,30.517083
120.085378,30.511750
120.086887,30.516990
120.089714,30.514878
120.083597,30.516397
120.087822,30.511880
120.102675,30.518596
120.089058,30.513339
120.076073,30.513666
120.088896,30.517203
120.089965,30.515782
120.104373,30.512418
120.092859,30.512052
120.100631,30.515775
120.080152,30.516071
120.098487,30.511873
120.096674,30.517330
120.113789,30.518235
120.092775,30.520953
120.104590,30.514130
120.102125,30.511033
120.093340,30.510891
120.074792,30.509868
120.080852,30.509698
120.108321,30.511043
120.089058,30.513339
120.086620,30.509612
120.096790,30.514544
120.081392,30.520857
120.108177,30.511041
120.102413,30.511038
120.081736,30.516097
120.075376,30.509698
120.111090,30.513786
120.080523,30.517516
120.097570,30.520042
120.109583,30.515380
120.104104,30.511964
120.096151,30.516062
120.103573,30.517801
120.093196,30.510888
120.093056,30.510796
120.096934,30.514546
120.105309,30.517649
120.101940,30.512019
120.108037,30.510949
120.080485,30.514997
120.103049,30.516534
120.083601,30.516307
120.091339,30.520840
120.086480,30.509520
120.090714,30.511657
120.085855,30.510679
120.085599,30.516790
120.080284,30.509509
120.076070,30.513756
120.076070,30.513756
120.093196,30.510888
120.080440,30.516076
120.086999,30.510877
120.092343,30.510605
120.097815,30.517618
120.081266,30.516989
120.079166,30.515515
120.099617,30.519356
120.097076,30.518055
120.086571,30.510780
120.087955,30.512152
120.096461,30.515528
120.080523,30.517516
120.107614,30.517686
120.092343,30.510605
120.085692,30.511126
120.074463,30.514269
120.080575,30.509423
120.080527,30.517426
120.109228,30.516993
120.107899,30.514274
120.101717,30.513904
120.088505,30.512790
120.100849,30.513980
120.097271,30.520307
120.087743,30.513767
120.100288,30.513611
120.104590,30.514130
120.108335,30.514191
120.089421,30.511546
120.094501,30.514147
120.093200,30.510798
120.094789,30.514152
120.078632,30.521352
120.094497,30.514237
120.104158,30.514123
120.087671,30.512057
120.079167,30.518933
120.089490,30.513346
120.093200,30.510798
120.088340,30.506403
120.089867,30.518118
120.087136,30.511059
120.088230,30.519350
120.104587,30.514220
120.078954,30.520548
120.084158,30.513349
120.087545,30.511606
120.078855,30.512633
120.083941,30.511637
120.098030,30.522837
120.074633,30.506808
120.095573,30.512636
120.096527,30.517417
120.081596,30.516005
120.101865,30.513817
120.080383,30.517424
120.108609,30.511048
120.080982,30.516894
120.083828,30.514333
120.107754,30.517779
120.093200,30.510798
120.094568,30.512529
120.089195,30.513521
120.103049,30.516534
120.103137,30.510960
120.082183,30.515745
120.091195,30.510496
120.093786,30.517462
120.081732,30.516187
120.095713,30.512728
120.111632,30.518111
120.109491,30.514120
120.093356,30.513948
120.079917,30.518225
120.099579,30.513330
120.139637,30.492300
120.131538,30.489564
120.133536,30.511178
120.131619,30.512226
120.133381,30.514952
120.127933,30.507221
120.177523,30.532012
120.161864,30.516301
120.128488,30.511277
120.162862,30.512989
120.150595,30.520530
120.147329,30.519310
120.118901,30.509595
120.137895,30.492632
120.174843,30.523338
120.152758,30.524071
120.161274,30.513054
120.174790,30.503014
120.173867,30.522513
120.174288,30.522790
120.197664,30.525849
120.131553,30.510337
120.178628,30.526005
120.175099,30.534942
120.139741,30.493291
120.166534,30.525636
120.152372,30.515792
120.203321,30.524947
120.173535,30.519990
120.164325,30.501682
120.132261,30.507111
120.136620,30.513295
120.168946,30.537364
120.144085,30.492730
120.131036,30.512397
120.146479,30.511832
120.201674,30.522853
120.155276,30.522402
120.141898,30.514638
120.179476,30.515586
120.158527,30.513281
120.130966,30.514104
120.188676,30.512582
120.119182,30.513286
120.157739,30.522081
120.139713,30.508128
120.122480,30.506685
120.131231,30.507634
120.178207,30.525728
120.146939,30.521821
120.152316,30.502932
120.170442,30.507263
120.169242,30.519204
120.149309,30.520240
120.178824,30.513868
120.156352,30.513607
120.172728,30.514942
120.129419,30.513180
120.151705,30.518030
120.169801,30.519662
120.136759,30.509880
120.125832,30.498735
120.136652,30.498368
120.175342,30.514443
120.126892,30.501000
120.151573,30.514161
120.153328,30.520663
120.135793,30.515890
120.133093,30.511440
120.161510,30.521511
120.171248,30.533893
120.142452,30.515186
120.161522,30.514048
120.142510,30.520852
120.186026,30.513979
120.165504,30.522563
120.147952,30.489734
120.149636,30.490840
120.156022,30.496785
120.152868,30.517778
120.129130,30.513176
120.126596,30.504682
120.127379,30.506673
120.194327,30.522740
120.194631,30.525982
120.155934,30.513240
120.129045,30.508228
120.155880,30.489589
120.158268,30.512558
120.158383,30.513279
120.155331,30.517457
120.130715,30.516708
120.125883,30.497477
120.140220,30.492130
120.156138,30.518909
120.152330,30.502573
120.134227,30.497790
120.133754,30.512890
120.145535,30.520900
120.201584,30.517816
120.145555,30.523958
120.144632,30.486354
120.129574,30.512913
120.188612,30.525080
120.144596,30.519176
120.151044,30.488074
120.154550,30.497572
120.123953,30.502392
120.192372,30.532062
120.156137,30.497507
120.163749,30.501673
120.177097,30.524632
120.190430,30.515576
120.133982,30.510825
120.115160,30.512952
120.126205,30.500180
120.142284,30.494500
120.138647,30.491835
120.171897,30.521314
120.176149,30.512298
120.135593,30.485492
120.130192,30.501322
120.178022,30.519521
120.152084,30.515788
120.122635,30.509924
120.170488,30.520482
120.134876,30.510120
120.125130,30.494767
120.123875,30.500772
120.142012,30.515359
120.142678,30.516718
120.141698,30.487657
120.144188,30.515033
120.145204,30.486453
120.164004,30.534769
120.131306,30.516358
120.204446,30.525683
120.169088,30.512277
120.150242,30.504338
120.134031,30.513164
120.205436,30.526148
120.152544,30.536478
120.131730,30.509530
120.160861,30.526896
120.153736,30.517702
120.151062,30.505430
120.127509,30.507035
120.139887,30.500308
120.131025,30.512666
120.199360,30.519400
120.174378,30.527737
120.127295,30.508740
120.168226,30.530159
120.172304,30.532740
120.136759,30.509880
120.205337,30.528664
120.173161,30.522143
120.149555,30.485713
120.127793,30.507129
120.152201,30.502211
120.145238,30.496256
120.152869,30.507077
120.208016,30.526547
120.154292,30.514653
120.157820,30.502209
120.148836,30.492805
120.184787,30.537880
120.148551,30.524724
120.131774,30.508452
120.203177,30.524944
120.126844,30.505675
120.142308,30.515184
120.187669,30.516163
120.149329,30.523298
120.176713,30.530651
120.112542,30.513539
120.115544,30.510620
120.156348,30.513697
120.173006,30.533201
120.174363,30.520902
120.195212,30.514930
120.175833,30.523803
120.129662,30.514263
120.149842,30.521328
120.128005,30.487889
120.142975,30.520050
120.132754,30.516201
120.170222,30.519939
120.153748,30.513835
120.148387,30.521664
120.151282,30.503545
120.139278,30.511718
120.168089,30.529977
120.156793,30.520538
120.184916,30.523764
120.159391,30.513295
120.155993,30.497504
120.149186,30.505490
120.170780,30.520397
120.128466,30.511816
120.152866,30.503570
120.180417,30.520907
120.195209,30.515020
120.175517,30.535308
120.165870,30.499098
120.131380,30.514560
120.144727,30.515941
120.144479,30.514948
120.165731,30.516901
120.165804,30.515104
120.149307,30.502525
120.160783,30.535978
120.167339,30.498402
120.163183,30.533677
120.141561,30.494579
120.125980,30.498647
120.201905,30.524295
120.118635,30.512558
120.151429,30.514159
120.169505,30.519838
120.172743,30.521777
120.160727,30.512326
120.172476,30.514039
120.144596,30.519176
120.170780,30.520397
120.141498,30.513822
120.172743,30.521777
120.157040,30.510830
120.125722,30.508445
120.165291,30.527865
120.151213,30.523058
120.129699,30.488725
120.173006,30.533201
120.125414,30.494861
120.150956,30.518737
120.172285,30.511608
120.141782,30.521020
120.150181,30.502269
120.187764,30.510140
120.150705,30.514237
120.144806,30.510457
120.123912,30.506887
120.174730,30.511736
120.143068,30.496491
120.126955,30.509993
120.202000,30.525556
120.191254,30.520265
120.158087,30.513454
120.127302,30.508560
120.125127,30.494857
120.147181,30.498085
120.178491,30.525823
120.125134,30.494677
120.149819,30.500555
120.126885,30.511701
120.170085,30.519757
120.139054,30.492471
120.127295,30.508740
120.129279,30.488448
120.129506,30.507516
120.141322,30.507524
120.134362,30.490957
120.127166,30.511885
120.150277,30.514140
120.156097,30.509196
120.135458,30.517053
120.138598,30.510718
120.149983,30.485809
120.150454,30.513334
120.134148,30.506781
120.141550,30.512564
120.146213,30.497080
120.194192,30.526155
120.182014,30.524259
120.141378,30.516787
120.215613,30.527652
120.165410,30.524899
120.150127,30.485812
120.149114,30.514392
120.124839,30.508881
120.172160,30.525544
120.123787,30.509943
120.187236,30.523440
120.173449,30.522147
120.152852,30.503930
120.119514,30.512212
120.123790,30.506346
120.144254,30.524027
120.157771,30.510572
120.133237,30.511443
120.155941,30.513061
120.123979,30.501763
120.149924,30.490844
120.158132,30.523077
120.144596,30.519176
120.138723,30.497052
120.153460,30.513831
120.174412,30.501659
120.142939,30.506741
120.153169,30.513916
120.174843,30.523338
120.161428,30.516384
120.193080,30.521462
120.176953,30.524630
120.129673,30.513994
120.131682,30.489566
120.143317,30.508095
120.135917,30.509327
120.146684,30.506800
120.147325,30.519399
120.136288,30.503757
120.123783,30.503019
120.145923,30.521985
120.171562,30.526074
120.188414,30.515545
120.142914,30.489654
120.140796,30.520465
120.142545,30.516446
120.147185,30.519307
120.144633,30.511174
120.126977,30.509454
120.130442,30.516344
120.132664,30.490211
120.192534,30.509763
120.173900,30.532496
120.146758,30.494301
120.151353,30.523150
120.162587,30.519819
120.200626,30.523826
120.135849,30.489812
120.155772,30.513687
120.120290,30.510876
120.123429,30.504632
120.123362,30.509756
120.169335,30.538449
120.136060,30.491704
120.129555,30.488723
120.180389,30.525223
120.201772,30.524024
120.138513,30.488056
120.134736,30.510028
120.126316,30.500991
120.148446,30.502421
120.140884,30.511204
120.144475,30.497323
120.150417,30.514233
120.126445,30.504860
120.165712,30.528141
120.127049,30.490121
120.151562,30.514431
120.161864,30.516301
120.132693,30.507117
120.176012,30.512116
120.189998,30.515569
120.155331,30.517457
120.144665,30.485546
120.186897,30.513813
120.126316,30.500991
120.127029,30.511703
120.126201,30.500270
120.170085,30.519757
120.194608,30.522924
120.180910,30.501311
120.149114,30.514392
120.174988,30.501668
120.133835,30.510912
120.169945,30.519665
120.149163,30.502523
120.173586,30.522329
120.165569,30.524542
120.133436,30.510097
120.157307,30.522075
120.183204,30.519691
120.189465,30.532647
120.195209,30.515020
120.186294,30.518120
120.180967,30.514351
120.159891,30.515191
120.125127,30.494857
120.125839,30.498555
120.207836,30.527444
120.182614,30.520041
120.191390,30.520447
120.152314,30.506529
120.204871,30.525870
120.159774,30.521664
120.140050,30.510472
120.194046,30.522556
120.165438,30.527777
120.159247,30.513292
120.152265,30.504190
120.127306,30.508470
120.127121,30.509457
120.144398,30.524029
120.149883,30.502534
120.122638,30.506327
120.159619,30.536229
120.174238,30.527645
120.135703,30.496914
120.158707,30.512385
120.166664,30.518804
120.175832,30.516609
120.127180,30.501005
120.192936,30.521460
120.136896,30.485332
120.171043,30.510240
120.130456,30.512477
120.173620,30.499849
120.156353,30.510010
120.124012,30.500954
120.130872,30.505829
120.128510,30.510738
120.125570,30.508622
120.168443,30.524767
120.153100,30.515624
120.137331,30.485249
120.183137,30.510518
120.156582,30.515049
120.129107,30.499686
120.168159,30.513882
120.164414,30.535315
120.135231,30.512014
120.125289,30.494410
120.201558,30.522132
120.115098,30.510973
120.173867,30.522513
120.146764,30.504823
120.155880,30.489589
120.155158,30.518174
120.198383,30.529547
120.141925,30.499800
120.158439,30.519035
120.129185,30.508321
120.198668,30.518670
120.127354,30.507302
120.156580,30.522243
120.190969,30.520171
120.177794,30.514391
120.165621,30.501702
120.159652,30.521122
120.138462,30.510536
120.136805,30.515816
120.132697,30.507028
120.214573,30.528446
120.127645,30.507217
120.184437,30.510448
120.197312,30.527462
120.170359,30.516524
120.174489,30.514160
120.180245,30.525220
120.115171,30.512682
120.154990,30.493802
120.132306,30.513046
120.130052,30.501230
120.123927,30.503021
120.162927,30.514969
120.144254,30.524027
120.200911,30.523920
120.157595,30.522079
120.118683,30.514897
120.167784,30.512437
120.154947,30.516282
120.143336,30.511153
120.157768,30.510661
120.164890,30.534243
120.188651,30.524092
120.134682,30.504272
120.126164,30.501168
120.155422,30.515211
120.172192,30.517541
120.178488,30.525912
120.165909,30.501707
120.149694,30.521415
120.174238,30.527645
120.149590,30.495515
120.170928,30.520309
120.131774,30.508452
